,UMAP_1,UMAP_2,cluster,dbscan_cluster
2340,22.207487,11.329357,21,21
2341,8.101985,-1.2792856,15,15
2342,17.48562,-4.254865,1,1
2343,-4.4736624,15.908204,0,0
2344,-0.8557274,23.304747,2,2
2345,-4.4963775,15.656935,0,0
2346,12.09923,8.832665,18,18
2347,1.1955947,22.877625,2,2
2348,13.495663,18.785578,12,12
2349,17.643503,-4.3375115,1,1
2350,10.351053,4.518421,18,18
2351,4.9790926,-11.19858,24,24
2352,9.052688,-0.16512863,15,15
2353,-0.640498,2.2882404,8,8
2354,17.719837,1.809941,17,17
2355,-6.247676,10.36961,19,19
2356,14.934022,2.5171664,18,18
2357,4.309651,-8.601078,24,24
2358,12.635722,-1.1774042,1,1
2359,13.704348,9.088007,6,6
2360,10.075744,-9.069775,9,9
2361,-8.174529,-0.29737446,13,13
2362,11.884643,16.033085,12,12
2363,-1.4240669,-10.820471,4,4
2364,-8.4701,-0.59217966,13,13
2365,21.308607,-2.5114892,17,17
2366,16.636324,22.176691,29,29
2367,21.308933,10.203955,21,21
2368,12.206423,-0.87691414,1,1
2369,1.9049159,-1.1234145,14,14
2370,20.144985,-4.3884835,25,25
2371,18.11594,21.311905,29,29
2372,8.497741,-0.5432258,15,15
2373,7.6874747,9.922032,23,23
2374,8.393525,-9.8633995,9,9
2375,9.644687,5.827233,18,18
2376,-1.9055952,19.221254,2,2
2377,9.020681,-0.17663337,15,15
2378,1.3087586,22.817736,2,2
2379,21.362534,-2.4551246,17,17
2380,0.08259468,23.233044,2,2
2381,0.06370768,23.234797,2,2
2382,20.759129,-0.48575163,17,17
2383,-6.883138,1.2283807,13,13
2384,22.928276,12.955216,21,21
2385,22.904686,12.931851,21,21
2386,-4.398794,4.7364817,13,13
2387,1.4947559,-1.4057714,14,14
2388,-0.09191649,-0.63984174,14,14
2389,12.042294,12.470395,7,7
2390,0.16715352,-1.3586527,14,14
2391,-5.233564,-4.751814,11,11
2392,11.230115,16.048428,12,12
2393,18.960472,-9.003809,22,22
2394,18.923147,-9.038195,22,22
2395,18.931602,-9.03088,22,22
2396,-1.0482829,18.734467,2,2
2397,10.474364,4.3944697,18,18
2398,10.491308,4.379045,18,18
2399,19.84477,9.542044,21,21
2400,17.079365,2.0666924,17,17
2401,7.921453,18.34475,16,16
2402,8.853485,11.281422,23,23
2403,8.832839,11.262173,23,23
2404,0.43554136,0.30837166,14,14
2405,17.166775,-4.148671,1,1
2406,14.468006,12.825723,7,7
2407,2.010627,12.181866,30,30
2408,0.6686744,-1.566171,14,14
2409,-3.0362637,-4.4488254,11,11
2410,9.973531,5.0207915,18,18
2411,13.615853,17.287983,12,12
2412,13.035185,3.028805,18,18
2413,17.081133,2.0622468,17,17
2414,-8.844654,6.721112,5,5
2415,-8.8447895,6.721176,5,5
2416,4.5052204,-9.037345,24,24
2417,18.589432,20.754725,29,29
2418,-5.077589,4.0451746,13,13
2419,17.713177,1.814979,17,17
2420,-4.0034604,5.093471,13,13
2421,-5.719637,10.303617,19,19
2422,-2.9586563,-4.475704,11,11
2423,4.2994704,-8.577166,24,24
2424,11.904075,12.457552,7,7
2425,18.57874,17.874916,29,29
2426,7.5636673,19.651676,16,16
2427,-3.4368768,-4.38416,11,11
2428,6.442907,-14.862678,26,26
2429,4.642941,-9.4961815,24,24
2430,9.044023,-3.6943564,15,15
2431,-3.0773401,14.431821,0,0
2432,6.417554,-14.778915,26,26
2433,6.4124613,-14.761556,26,26
2434,6.475806,-14.951374,26,26
2435,11.697141,3.5634234,18,18
2436,-6.166639,-5.6690483,11,11
2437,-6.1783476,-5.680949,11,11
2438,10.755408,4.139743,18,18
2439,-10.140275,6.913757,5,5
2440,14.356782,2.6569839,18,18
2441,8.078725,-2.1602504,15,15
2442,3.0348046,-4.670924,32,32
2443,12.608261,12.509433,7,7
2444,0.0051069274,2.5656195,8,8
2445,1.3899244,22.760244,2,2
2446,9.719796,6.683322,18,18
2447,13.702642,6.1245193,6,6
2448,13.735143,6.1346073,6,6
2449,-2.873472,-4.49552,11,11
2450,7.954207,-10.261374,9,9
2451,13.664892,6.1191487,6,6
2452,15.263865,-3.0484166,1,1
2453,-1.2354985,10.926528,19,19
2454,11.159629,-0.328277,1,1
2455,0.4580882,-10.110456,4,4
2456,-2.3446345,23.132753,2,2
2457,16.981703,2.1020403,17,17
2458,-1.0364318,2.0449767,8,8
2459,14.87315,-2.799559,1,1
2460,-3.3988173,20.956156,2,2
2461,8.742003,-0.32323298,15,15
2462,11.886315,12.46531,7,7
2463,21.365662,-1.5929898,17,17
2464,4.666138,-9.559281,24,24
2465,-0.96712375,-7.2389627,27,27
2466,-1.0064099,23.302006,2,2
2467,15.8707285,-3.452005,1,1
2468,12.4660015,16.169067,12,12
2469,-3.018595,20.223444,2,2
2470,4.895151,-11.699191,24,24
2471,15.049287,7.209981,6,6
2472,-5.6908984,10.319496,19,19
2473,-5.8031445,3.0509326,13,13
2474,-8.938822,6.768244,5,5
2475,2.0576148,-8.399621,3,3
2476,2.044673,-8.412543,3,3
2477,2.070755,-8.386678,3,3
2478,18.638012,20.692049,29,29
2479,-7.0320015,10.334946,19,19
2480,-2.0087419,19.288326,2,2
2481,0.18902205,6.616178,20,20
2482,20.623465,-0.34744775,17,17
2483,1.468524,1.1046993,14,14
2484,22.532005,12.06996,21,21
2485,14.8528595,6.9683456,6,6
2486,9.950941,11.933564,23,23
2487,20.642162,-0.3655613,17,17
2488,12.071935,-0.787778,1,1
2489,8.090244,-10.125837,9,9
2490,8.09016,-10.127007,9,9
2491,13.019695,3.0526164,18,18
2492,12.099942,8.826565,18,18
2493,8.867077,-9.471758,9,9
2494,0.86471677,2.5279803,8,8
2495,-2.0548806,14.553415,0,0
2496,-2.0561326,0.97038096,8,8
2497,-0.8649451,-7.1386924,27,27
2498,1.2910829,22.833998,2,2
2499,-1.8697132,-4.8021946,11,11
2500,10.705192,8.088453,18,18
2501,22.073618,11.112248,21,21
2502,14.293248,8.962945,6,6
2503,1.3702693,1.0262173,14,14
2504,-3.2803383,20.624552,2,2
2505,15.343395,8.110194,6,6
2506,3.9877574,-8.265579,24,24
2507,-4.9856887,10.193885,19,19
2508,8.8222,11.258105,23,23
2509,8.965714,-3.622685,15,15
2510,-1.328866,-10.800433,4,4
2511,3.0843704,-4.6234984,32,32
2512,18.906622,-8.093463,22,22
2513,12.384743,6.2688174,6,6
2514,-4.4999104,16.197206,0,0
2515,21.386517,-1.6970966,17,17
2516,2.7010274,13.091809,30,30
2517,-4.495886,15.404184,0,0
2518,4.2824035,-8.559938,24,24
2519,8.6389885,-3.2185984,15,15
2520,-3.9329898,10.217945,19,19
2521,8.660548,-9.635854,9,9
2522,10.931813,-4.533583,15,15
2523,18.985008,18.830269,29,29
2524,-1.1987721,23.293102,2,2
2525,16.86573,-3.9782183,1,1
2526,13.675487,18.023567,12,12
2527,16.913332,-4.007905,1,1
2528,-0.65727836,2.2755387,8,8
2529,1.1493106,18.60935,10,10
2530,7.8758025,18.45658,16,16
2531,13.101248,-1.4865518,1,1
2532,0.35968307,2.6141672,8,8
2533,12.187174,3.340245,18,18
2534,-6.354022,10.373203,19,19
2535,-7.0806704,0.94906396,13,13
2536,10.866069,-0.24917148,1,1
2537,-6.2170606,2.4054744,13,13
2538,12.988098,19.737242,12,12
2539,-3.3783524,20.875706,2,2
2540,12.57668,20.31766,12,12
2541,-6.1392336,-5.6412067,11,11
2542,21.3355,10.230719,21,21
2543,15.712023,-3.3496609,1,1
2544,18.355902,-7.8778977,22,22
2545,-11.732095,7.536245,5,5
2546,-2.3481011,5.9541683,20,20
2547,10.657077,-9.143023,9,9
2548,10.644154,-9.140853,9,9
2549,18.380745,17.565332,29,29
2550,8.349121,17.541739,16,16
2551,7.8926764,-10.324166,9,9
2552,12.726358,16.283463,12,12
2553,-1.2413346,-10.775817,4,4
2554,13.598129,2.8860753,18,18
2555,21.378502,-1.6846948,17,17
2556,0.2295418,-1.4114003,14,14
2557,18.824265,20.417595,29,29
2558,-1.9090233,1.139799,8,8
2559,8.343786,17.549263,16,16
2560,-6.520423,1.929181,13,13
2561,-3.836713,10.228925,19,19
2562,11.626165,3.597788,18,18
2563,13.004022,-12.245738,28,28
2564,13.5606165,18.576492,12,12
2565,17.640593,1.8452941,17,17
2566,3.8821883,-8.171826,24,24
2567,-3.0135,22.538765,2,2
2568,0.92645884,2.4955022,8,8
2569,-3.7934325,10.23501,19,19
2570,18.212023,17.365534,29,29
2571,-2.8600605,14.436571,0,0
2572,12.54245,16.206526,12,12
2573,-1.4476321,10.845774,19,19
2574,-0.29992068,11.211166,19,19
2575,18.129484,21.304487,29,29
2576,-2.9897432,-9.996012,4,4
2577,0.1756933,-0.053828247,14,14
2578,-1.7070831,19.08725,2,2
2579,15.668153,-3.3210504,1,1
2580,12.411911,12.488058,7,7
2581,-8.945464,6.7966175,5,5
2582,19.449423,-4.6797647,25,25
2583,9.621471,6.003266,18,18
2584,-0.46174783,2.40127,8,8
2585,-1.8525821,-10.756343,4,4
2586,10.934225,8.252864,18,18
2587,13.106645,12.552733,7,7
2588,-3.1552186,20.42055,2,2
2589,12.18066,20.81626,12,12
2590,1.3011118,-1.5120585,14,14
2591,-7.1874847,10.25939,19,19
2592,18.762207,20.524736,29,29
2593,8.302622,10.800231,23,23
2594,8.887398,-3.5294073,15,15
2595,1.496366,7.1619225,20,20
2596,-3.1069853,-4.4225106,11,11
2597,0.44748887,-5.0541687,31,31
2598,17.186975,21.901978,29,29
2599,-2.5166934,19.661299,2,2
2600,12.438714,-1.043099,1,1
2601,-0.50411755,2.3715646,8,8
2602,9.373213,-3.9339674,15,15
2603,0.060995072,23.235785,2,2
2604,16.171694,22.314537,29,29
2605,1.0331261,18.590658,10,10
2606,4.879793,-10.58761,24,24
2607,19.046482,19.377378,29,29
2608,-5.9660835,2.8014572,13,13
2609,22.405958,11.714953,21,21
2610,0.14466803,6.622387,20,20
2611,-11.695157,7.498758,5,5
2612,21.133455,10.052213,21,21
2613,-7.98856,-0.10161899,13,13
2614,16.66287,22.166553,29,29
2615,-0.041346427,23.258684,2,2
2616,9.643065,5.829742,18,18
2617,18.819994,18.406977,29,29
2618,12.080345,20.955738,12,12
2619,17.741669,-4.38727,1,1
2620,9.8624115,-4.1829576,15,15
2621,21.105904,-0.9591385,17,17
2622,-3.345069,-4.3948593,11,11
2623,-2.5757446,19.718756,2,2
2624,3.9453373,-8.227862,24,24
2625,-5.7240186,3.1674912,13,13
2626,15.945491,-3.496733,1,1
2627,1.2913592,-5.3147974,31,31
2628,16.98817,22.006317,29,29
2629,8.366726,17.518002,16,16
2630,17.707235,-4.3727245,1,1
2631,-2.893067,-10.101476,4,4
2632,-5.5371704,3.4502923,13,13
2633,9.223041,16.912106,16,16
2634,2.4365861,-0.47950986,14,14
2635,4.0491796,-8.323452,24,24
2636,1.628466,-8.88864,3,3
2637,-3.0304828,22.5189,2,2
2638,-0.9060755,6.4191933,20,20
2639,9.2874,-3.8794973,15,15
2640,8.069931,18.047447,16,16
2641,13.35449,6.04644,6,6
2642,-2.2251594,14.502111,0,0
2643,-1.9358726,10.694287,19,19
2644,18.80708,20.456839,29,29
2645,8.384985,17.5014,16,16
2646,18.232948,21.204735,29,29
2647,-1.9833496,6.100736,20,20
2648,1.5955492,-8.924529,3,3
2649,-10.711579,6.932434,5,5
2650,21.081274,10.0135145,21,21
2651,14.41286,12.833778,7,7
2652,0.731031,2.5634544,8,8
2653,4.9671035,-11.333482,24,24
2654,-0.5675928,11.137894,19,19
2655,-6.1477237,10.364714,19,19
2656,2.6370766,-0.1443493,14,14
2657,-0.32546893,2.4622684,8,8
2658,0.50037795,-10.084956,4,4
2659,17.724665,-4.3882275,1,1
2660,20.796448,9.834039,21,21
2661,10.007274,-9.0336485,9,9
2662,19.352823,-4.729121,25,25
2663,12.422405,6.249263,6,6
2664,18.979723,1.0454748,17,17
2665,12.491876,6.2023025,6,6
2666,-1.9725817,19.264313,2,2
2667,4.1998444,-8.474478,24,24
2668,2.4734545,12.627088,30,30
2669,11.54677,12.418648,7,7
2670,12.933393,3.0749607,18,18
2671,4.280707,-8.557599,24,24
2672,2.5913856,12.846884,30,30
2673,14.104959,-2.2547283,1,1
2674,6.497849,-14.980689,26,26
2675,-9.312266,-1.3541573,13,13
2676,0.23890252,-10.227987,4,4
2677,18.773636,18.279852,29,29
2678,9.629975,5.902862,18,18
2679,-2.683955,22.84092,2,2
2680,7.669396,9.881243,23,23
2681,-1.6344576,14.707134,0,0
2682,8.582675,-3.1593103,15,15
2683,-1.2483832,-7.517844,27,27
2684,4.9411287,-10.954007,24,24
2685,14.187,2.7311645,18,18
2686,4.3127184,-8.598877,24,24
2687,13.673307,9.078022,6,6
2688,17.31713,21.822699,29,29
2689,1.3815764,22.766838,2,2
2690,12.131996,-0.8268231,1,1
2691,9.405557,-3.952697,15,15
2692,13.643651,17.34794,12,12
2693,-4.400545,4.7350583,13,13
2694,-6.6350217,10.370489,19,19
2695,7.8034816,18.65365,16,16
2696,-7.7130585,0.19671741,13,13
2697,13.273121,6.067681,6,6
2698,-5.021918,10.195528,19,19
2699,8.232145,10.728454,23,23
2700,6.3909063,-14.692048,26,26
2701,-3.4212415,21.592186,2,2
2702,-9.1766,-1.2363509,13,13
2703,2.4934294,-0.38943374,14,14
2704,9.98621,5.0034747,18,18
2705,8.782945,11.225876,23,23
2706,12.985489,16.42206,12,12
2707,14.332888,2.6769886,18,18
2708,11.434861,8.5487995,18,18
2709,12.379546,6.271928,6,6
2710,12.376408,6.2726893,6,6
2711,14.6425085,6.764073,6,6
2712,22.85856,12.763232,21,21
2713,9.203431,-3.8185706,15,15
2714,11.367771,8.517723,18,18
2715,-1.0594113,10.987172,19,19
2716,-2.7253673,19.883171,2,2
2717,13.931021,12.710716,7,7
2718,-11.276972,7.2463584,5,5
2719,-2.8461664,-10.146295,4,4
2720,-6.8604155,1.2590659,13,13
2721,19.20506,-8.762985,22,22
2722,4.8844132,-11.688316,24,24
2723,9.230024,-3.8367088,15,15
2724,12.023762,21.02388,12,12
2725,-3.9472084,10.226815,19,19
2726,-0.527439,2.3576875,8,8
2727,10.355617,4.514731,18,18
2728,9.853743,-9.095647,9,9
2729,20.497618,-4.15311,25,25
2730,-3.2472873,10.339361,19,19
2731,9.6313925,5.889447,18,18
2732,12.525287,16.202389,12,12
2733,4.2744737,-8.551723,24,24
2734,12.182506,-0.8626494,1,1
2735,8.753202,-0.3078618,15,15
2736,18.827635,20.409828,29,29
2737,16.687403,-3.8942313,1,1
2738,-1.0680408,-7.337545,27,27
2739,-4.0665493,14.671635,0,0
2740,0.8686589,2.5272515,8,8
2741,-1.4217861,6.271804,20,20
2742,0.2594941,23.190674,2,2
2743,0.28391176,-1.4440479,14,14
2744,0.49528375,23.126009,2,2
2745,14.854259,2.5287194,18,18
2746,2.62056,-0.15892234,14,14
2747,8.068164,-2.1296587,15,15
2748,14.948842,2.5096726,18,18
2749,14.097574,12.760359,7,7
2750,-5.1465836,-4.684142,11,11
2751,9.645624,6.460967,18,18
2752,-9.114495,6.7956586,5,5
2753,6.3054132,-14.295011,26,26
2754,3.0645118,-4.6427865,32,32
2755,-8.841475,-0.9316964,13,13
2756,-1.0468595,18.734035,2,2
2757,4.2892466,-8.564875,24,24
2758,-8.457436,-0.579666,13,13
2759,14.368128,8.939074,6,6
2760,11.190378,12.291497,7,7
2761,9.368055,-9.1938505,9,9
2762,-0.89871955,-7.170797,27,27
2763,0.70621467,18.56663,10,10
2764,15.468447,-3.1909678,1,1
2765,16.572958,2.234132,17,17
2766,14.9641485,8.631974,6,6
2767,9.062587,-0.16696534,15,15
2768,9.626841,6.032155,18,18
2769,-10.246066,6.919169,5,5
2770,-10.243224,6.9182367,5,5
2771,17.171608,21.914202,29,29
2772,-4.996994,-4.610638,11,11
2773,6.3116,-14.397535,26,26
2774,10.648507,-0.19074948,1,1
2775,-2.9715521,-10.016876,4,4
2776,13.877286,2.8154836,18,18
2777,18.065544,1.6004101,17,17
2778,-10.727094,6.932621,5,5
2779,11.030455,-0.29322532,1,1
2780,12.59597,20.296434,12,12
2781,14.033828,6.3076777,6,6
2782,10.3293085,4.5455594,18,18
2783,20.4851,9.644657,21,21
2784,11.613549,-4.8631506,15,15
2785,9.883184,-4.184739,15,15
2786,-3.7977035,14.56285,0,0
2787,-0.586969,23.3074,2,2
2788,22.60778,12.268535,21,21
2789,12.44777,16.171751,12,12
2790,7.669038,9.879792,23,23
2791,10.561403,-0.17572571,1,1
2792,7.7383814,10.000262,23,23
2793,1.9645834,-8.495753,3,3
2794,1.1740535,18.61505,10,10
2795,-2.9376705,14.433753,0,0
2796,8.54299,-0.4930196,15,15
2797,8.504177,-0.5288997,15,15
2798,17.604832,-4.315384,1,1
2799,-4.945918,4.191587,13,13
2800,2.1889713,-0.81496763,14,14
2801,18.73934,-9.206587,22,22
2802,15.392995,7.972336,6,6
2803,9.65597,11.781005,23,23
2804,-2.1090276,6.055438,20,20
2805,12.094066,16.079874,12,12
2806,17.071175,2.0707536,17,17
2807,9.328016,-3.9069757,15,15
2808,-0.9456063,2.1105523,8,8
2809,9.769329,-4.1300254,15,15
2810,2.7038732,13.029781,30,30
2811,-8.186333,-0.3088561,13,13
2812,0.7352848,2.5583491,8,8
2813,7.6317406,19.4376,16,16
2814,-2.2351809,6.001129,20,20
2815,-4.3109264,14.917357,0,0
2816,20.64181,9.749397,21,21
2817,9.995909,-9.026664,9,9
2818,11.371761,-4.729189,15,15
2819,20.133892,-4.3946614,25,25
2820,-2.5136883,19.657618,2,2
2821,18.99667,1.0369885,17,17
2822,12.216172,20.76486,12,12
2823,10.3789625,7.780634,18,18
2824,18.280025,-7.8416743,22,22
2825,15.028286,8.588496,6,6
2826,11.463884,8.565114,18,18
2827,1.44006,-9.094057,3,3
2828,18.783426,-4.8804283,25,25
2829,9.122159,-9.3407955,9,9
2830,14.543009,6.6691403,6,6
2831,-3.3397813,10.302514,19,19
2832,12.04456,12.471983,7,7
2833,-1.1529516,-7.4235835,27,27
2834,21.897238,10.842979,21,21
2835,19.103054,0.9548361,17,17
2836,7.7287116,18.834715,16,16
2837,1.4548204,7.1482086,20,20
2838,-1.0342777,23.30193,2,2
2839,2.6959321,13.003126,30,30
2840,-1.1921808,1.9237268,8,8
2841,-10.240814,6.921906,5,5
2842,0.4878977,23.127005,2,2
2843,1.2852137,22.83018,2,2
2844,-5.117962,-4.668713,11,11
2845,1.2505918,-5.299796,31,31
2846,10.995684,16.105606,12,12
2847,12.927574,-1.3570749,1,1
2848,1.5591486,-1.3683914,14,14
2849,8.954788,-3.6140425,15,15
2850,-2.3948472,14.48528,0,0
2851,4.6113563,-9.345489,24,24
2852,-7.748876,0.15724723,13,13
2853,9.994422,-4.2340326,15,15
2854,-7.6201186,0.30042267,13,13
2855,-3.3875527,20.880363,2,2
2856,-2.8404188,22.704798,2,2
2857,7.6158123,19.505947,16,16
2858,18.79795,20.47505,29,29
2859,-4.4861627,16.251513,0,0
2860,10.32371,7.7112846,18,18
2861,8.9190445,-3.5704186,15,15
2862,3.0808973,-4.626058,32,32
2863,20.842628,-0.58797204,17,17
2864,-1.1812057,6.3531137,20,20
2865,14.475815,12.849182,7,7
2866,19.71675,0.4873791,17,17
2867,17.733204,1.8025874,17,17
2868,15.09255,8.534457,6,6
2869,8.895865,-9.457203,9,9
2870,20.781116,-0.5122594,17,17
2871,19.041613,19.335993,29,29
2872,7.9766455,18.212946,16,16
2873,9.39924,16.805159,16,16
2874,13.9204035,12.693755,7,7
2875,-0.6344496,11.103265,19,19
2876,-9.503573,-1.5225551,13,13
2877,-6.6122117,1.7761304,13,13
2878,14.618981,8.838728,6,6
2879,-3.3625274,21.86635,2,2
2880,-1.6401788,14.693146,0,0
2881,-1.280798,6.313751,20,20
2882,22.601122,12.245173,21,21
2883,-6.8800597,1.2352935,13,13
2884,0.5047291,-5.0625954,31,31
2885,-3.1612804,22.352339,2,2
2886,-6.699662,1.5954813,13,13
2887,9.563301,16.716745,16,16
2888,8.992716,-3.6498258,15,15
2889,-2.9754188,-10.032773,4,4
2890,14.46881,6.6093426,6,6
2891,19.721552,0.4821746,17,17
2892,12.026631,12.47135,7,7
2893,-6.406715,2.083449,13,13
2894,-2.8635762,-10.129167,4,4
2895,18.376162,-7.8930006,22,22
2896,-3.1477215,22.360083,2,2
2897,22.814787,12.688796,21,21
2898,-5.795593,3.0534701,13,13
2899,0.88761145,2.5332294,8,8
2900,22.208849,11.336223,21,21
2901,0.7403411,6.8199234,20,20
2902,-5.8263545,-5.3240085,11,11
2903,18.385126,-7.898251,22,22
2904,-8.291368,-0.41507256,13,13
2905,16.681547,-3.9125476,1,1
2906,18.857584,-4.8778934,25,25
2907,18.804775,-4.8635483,25,25
2908,-3.5664093,-4.3856773,11,11
2909,2.722684,13.068612,30,30
2910,11.421722,8.546923,18,18
2911,10.682599,-0.18646643,1,1
2912,-4.177763,14.764003,0,0
2913,9.808795,-9.114497,9,9
2914,-1.396207,23.278982,2,2
2915,-4.4939303,15.394749,0,0
2916,20.539646,-4.1006613,25,25
2917,0.40692514,2.6161141,8,8
2918,-1.947083,6.112637,20,20
2919,20.065142,0.18282562,17,17
2920,16.111921,22.34479,29,29
2921,13.680095,9.0830555,6,6
2922,-3.4682152,5.5198803,13,13
2923,12.53242,-1.1044816,1,1
2924,7.8015995,-10.44914,9,9
2925,12.483195,6.215812,6,6
2926,18.7683,18.268274,29,29
2927,-11.684788,7.4972444,5,5
2928,0.15739417,-10.2668915,4,4
2929,4.883041,-10.598004,24,24
2930,-0.97207206,23.302748,2,2
2931,8.413259,-0.65277505,15,15
2932,-2.7377756,14.447852,0,0
2933,-0.05624257,2.5599003,8,8
2934,11.881346,12.458259,7,7
2935,-2.9536004,22.597288,2,2
2936,1.327689,22.803743,2,2
2937,7.740529,10.00254,23,23
2938,-1.9962983,1.03982,8,8
2939,-8.230871,-0.35500938,13,13
2940,-5.0411897,4.0866723,13,13
2941,12.968607,-12.275419,28,28
2942,18.276442,-7.8376603,22,22
2943,11.52446,12.404167,7,7
2944,-2.6282732,14.461278,0,0
2945,1.0598534,-1.6131684,14,14
2946,20.443481,-4.1972547,25,25
2947,22.317558,11.508919,21,21
2948,14.742032,-2.7140276,1,1
2949,11.864577,3.4845135,18,18
2950,10.663427,-9.14391,9,9
2951,0.353626,23.156816,2,2
2952,8.449073,-9.814641,9,9
2953,9.91182,5.1215053,18,18
2954,11.28592,16.025059,12,12
2955,13.27687,6.0602155,6,6
2956,14.942159,2.5105376,18,18
2957,9.683496,6.577479,18,18
2958,11.227247,8.440975,18,18
2959,-6.615982,10.375349,19,19
2960,11.179559,-4.6397305,15,15
2961,9.712359,-4.109058,15,15
2962,11.1324215,-4.6125774,15,15
2963,1.2069012,6.9931893,20,20
2964,12.459807,-1.0562593,1,1
2965,9.706491,5.5511026,18,18
2966,15.214476,8.378844,6,6
2967,4.1849403,-8.458254,24,24
2968,4.9444933,-11.427692,24,24
2969,-0.007972352,-0.9672053,14,14
2970,0.2907601,-10.202038,4,4
2971,13.501352,18.782734,12,12
2972,-0.868509,11.04885,19,19
2973,1.149165,0.8760543,14,14
2974,-11.715768,7.515199,5,5
2975,1.9059173,-1.1237568,14,14
2976,-1.8290671,23.212687,2,2
2977,0.76488173,0.59822756,14,14
2978,13.40185,6.059442,6,6
2979,17.271559,21.854364,29,29
2980,13.346657,-1.6810441,1,1
2981,-3.3757231,-4.3868566,11,11
2982,15.548863,-3.241335,1,1
2983,8.378079,17.507969,16,16
2984,16.529873,2.2444196,17,17
2985,18.38166,17.566248,29,29
2986,-2.2471554,6.00684,20,20
2987,-6.439331,2.0491643,13,13
2988,7.639679,19.397017,16,16
2989,13.574216,18.533806,12,12
2990,19.593376,-8.350456,22,22
2991,14.945605,7.088322,6,6
2992,13.565183,18.560965,12,12
2993,8.755352,-9.554918,9,9
2994,-2.577234,-10.369813,4,4
2995,-9.6360235,6.858976,5,5
2996,1.5539876,18.676352,10,10
2997,18.211655,21.228273,29,29
2998,-3.149319,20.42146,2,2
2999,14.538762,-2.580502,1,1
3000,15.715825,-3.358543,1,1
3001,11.714624,3.5538654,18,18
3002,9.602099,11.753237,23,23
3003,21.289495,10.185106,21,21
3004,1.232894,-1.5587322,14,14
3005,14.486215,12.862988,7,7
3006,2.035462,12.202976,30,30
3007,8.599872,-0.44020405,15,15
3008,22.615614,12.272511,21,21
3009,-1.9372315,-4.7605205,11,11
3010,0.44575182,0.31865907,14,14
3011,14.943456,2.5062008,18,18
3012,11.125353,-4.6181345,15,15
3013,4.65312,-9.476568,24,24
3014,11.182837,8.406463,18,18
3015,9.428746,-3.9647505,15,15
3016,21.305464,-2.7065687,17,17
3017,19.481256,-4.671016,25,25
3018,-3.279501,10.319157,19,19
3019,0.3449258,-1.483148,14,14
3020,12.977286,3.0496635,18,18
3021,-3.3226612,10.306353,19,19
3022,7.810332,-10.413946,9,9
3023,18.396172,-7.900236,22,22
3024,18.825462,-4.84324,25,25
3025,19.857445,9.544707,21,21
3026,-1.0107021,11.0141,19,19
3027,-4.488523,16.237305,0,0
3028,21.381868,-2.3933823,17,17
3029,7.7989006,18.654705,16,16
3030,11.68104,3.5699599,18,18
3031,0.9382925,2.4883122,8,8
3032,-1.5390673,-10.84609,4,4
3033,10.650381,-0.1913683,1,1
3034,-1.5175084,18.974566,2,2
3035,14.241595,6.4317107,6,6
3036,18.695103,18.07004,29,29
3037,-0.9945295,23.302696,2,2
3038,14.207474,-2.3363929,1,1
3039,14.471444,12.85147,7,7
3040,1.3637426,22.779922,2,2
3041,11.247412,12.320196,7,7
3042,9.026004,-0.17739008,15,15
3043,-1.6009797,-10.8402,4,4
3044,8.369326,-2.8186657,15,15
3045,19.802755,9.543288,21,21
3046,22.195,11.312622,21,21
3047,8.077049,18.038578,16,16
3048,-9.175356,-1.2356015,13,13
3049,14.12671,6.3565683,6,6
3050,-4.882764,-4.595721,11,11
3051,7.814717,-10.4362335,9,9
3052,19.094873,9.732123,21,21
3053,14.538841,8.884789,6,6
3054,2.349308,7.643459,20,20
3055,9.843375,-4.182956,15,15
3056,-4.490217,16.23685,0,0
3057,7.748922,10.014916,23,23
3058,2.085759,-8.384819,3,3
3059,-1.2214859,10.934892,19,19
3060,2.610634,-0.10723691,14,14
3061,17.027805,-4.0673122,1,1
3062,17.765926,-4.425825,1,1
3063,-3.3582816,21.887781,2,2
3064,11.209735,-9.245008,9,9
3065,19.03891,19.200352,29,29
3066,12.47808,6.211441,6,6
3067,1.7750493,-8.713487,3,3
3068,1.0561279,22.929508,2,2
3069,19.03595,19.286669,29,29
3070,11.797674,16.022415,12,12
3071,11.413155,12.392761,7,7
3072,-1.9275033,-4.7607627,11,11
3073,-6.8871665,1.2230787,13,13
3074,10.353909,-0.13364741,1,1
3075,16.51879,2.2723281,17,17
3076,10.335814,7.729918,18,18
3077,14.926963,-2.8340242,1,1
3078,9.915829,11.914228,23,23
3079,-3.4178944,21.627441,2,2
3080,18.7979,20.482424,29,29
3081,9.327956,11.595344,23,23
3082,4.9567294,-11.370794,24,24
3083,15.04705,2.5104353,18,18
3084,0.99297637,-1.6272976,14,14
3085,1.2969882,22.82922,2,2
3086,0.42729962,-10.135649,4,4
3087,22.903702,12.919837,21,21
