,UMAP_1,UMAP_2,cluster,dbscan_cluster
1579,9.739505,5.5003343,18,18
1580,9.723835,5.515306,18,18
1581,9.711444,5.5234823,18,18
1582,18.181688,17.324984,29,29
1583,4.9983807,-11.220445,24,24
1584,0.23925336,-10.226426,4,4
1585,-6.5279408,1.9157246,13,13
1586,11.0147705,16.084799,12,12
1587,14.773757,6.8915143,6,6
1588,22.3263,11.526808,21,21
1589,9.373207,16.819754,16,16
1590,-0.55802244,2.338088,8,8
1591,13.574554,17.16762,12,12
1592,8.122414,-2.3862312,15,15
1593,21.274841,-2.7466054,17,17
1594,12.625649,20.255531,12,12
1595,18.592606,17.897673,29,29
1596,7.6512055,19.272295,16,16
1597,-3.9958792,14.626567,0,0
1598,11.225611,12.314105,7,7
1599,9.570285,16.71264,16,16
1600,10.673967,4.2107763,18,18
1601,13.446247,18.903177,12,12
1602,19.03997,19.447418,29,29
1603,19.03723,19.470901,29,29
1604,9.666216,6.541382,18,18
1605,4.4533696,-8.913432,24,24
1606,16.57831,-3.83545,1,1
1607,12.984698,19.742157,12,12
1608,10.919991,16.137453,12,12
1609,14.224734,-2.3534956,1,1
1610,8.003851,18.156797,16,16
1611,-0.19276956,6.548598,20,20
1612,12.075566,8.817248,18,18
1613,17.638058,1.8404615,17,17
1614,11.034755,3.9214714,18,18
1615,11.281675,-9.255618,9,9
1616,21.289358,10.187384,21,21
1617,12.983186,-12.262363,28,28
1618,8.145977,-2.419382,15,15
1619,20.806778,9.842596,21,21
1620,20.793375,9.82994,21,21
1621,1.5594765,18.682486,10,10
1622,1.547128,18.671534,10,10
1623,-3.9535317,10.218172,19,19
1624,-3.9747276,10.213779,19,19
1625,11.0467205,3.9142551,18,18
1626,19.142601,0.92509335,17,17
1627,8.083436,18.025415,16,16
1628,0.3852195,-5.027084,31,31
1629,0.3843921,-5.0282354,31,31
1630,-4.484517,15.881866,0,0
1631,-3.0036445,22.550991,2,2
1632,-3.1679296,-4.4187737,11,11
1633,-10.767924,6.933666,5,5
1634,17.893236,1.7031316,17,17
1635,18.414389,17.606907,29,29
1636,0.008633944,-10.32817,4,4
1637,7.624679,19.475794,16,16
1638,7.624646,19.475925,16,16
1639,7.627654,19.470924,16,16
1640,16.016436,22.390137,29,29
1641,16.03396,22.375406,29,29
1642,-2.5875714,-10.36486,4,4
1643,22.578674,12.193553,21,21
1644,22.573305,12.182055,21,21
1645,6.580881,-15.092471,26,26
1646,9.251232,11.549048,23,23
1647,1.3561394,18.642298,10,10
1648,16.515451,2.2537453,17,17
1649,16.513252,2.2547626,17,17
1650,15.969767,-3.5114183,1,1
1651,0.4917541,-5.05789,31,31
1652,13.034439,-12.225722,28,28
1653,2.3986611,12.541962,30,30
1654,7.5888968,9.6804495,23,23
1655,-3.4789672,5.5073137,13,13
1656,7.542374,19.70333,16,16
1657,19.083353,9.739791,21,21
1658,19.08861,9.7376585,21,21
1659,11.875758,16.032022,12,12
1660,-5.9354677,10.335685,19,19
1661,-0.2948177,11.212931,19,19
1662,-0.28200307,11.217003,19,19
1663,-0.29308248,11.21364,19,19
1664,-0.2879919,11.214954,19,19
1665,20.432127,-4.2048216,25,25
1666,-0.2671139,11.221504,19,19
1667,21.211832,-1.1614817,17,17
1668,13.7597,6.1446404,6,6
1669,8.447607,-9.819763,9,9
1670,13.567194,18.568645,12,12
1671,9.842068,5.2519355,18,18
1672,9.5276,16.740885,16,16
1673,7.656822,19.233755,16,16
1674,21.90232,10.854229,21,21
1675,7.7409787,18.776066,16,16
1676,16.914253,22.045427,29,29
1677,2.3528836,12.4927025,30,30
1678,-5.9993043,10.328981,19,19
1679,2.220401,-0.78024787,14,14
1680,10.600961,-0.18055482,1,1
1681,0.7758531,0.6065303,14,14
1682,0.9307672,0.7197996,14,14
1683,7.821423,-10.400179,9,9
1684,7.7362924,18.80192,16,16
1685,7.82683,-10.431082,9,9
1686,-1.8991646,10.72031,19,19
1687,21.296703,-2.7126212,17,17
1688,18.998495,1.0277429,17,17
1689,20.213964,0.047122546,17,17
1690,2.659745,12.959447,30,30
1691,13.159745,-1.5380697,1,1
1692,7.8209586,18.657976,16,16
1693,-2.1324742,10.64707,19,19
1694,-2.7875345,14.444209,0,0
1695,13.024621,-12.238316,28,28
1696,20.345549,-0.075224526,17,17
1697,0.23688984,0.033648144,14,14
1698,7.6872134,9.9240055,23,23
1699,13.633652,9.06005,6,6
1700,17.827787,-4.422904,1,1
1701,2.7146072,13.061638,30,30
1702,2.714833,13.062016,30,30
1703,21.28797,-2.7199306,17,17
1704,-2.5096958,19.657774,2,2
1705,-2.879578,-10.11271,4,4
1706,14.596972,8.849885,6,6
1707,1.9114162,-8.560912,3,3
1708,-0.5847748,11.1234255,19,19
1709,13.607657,9.061597,6,6
1710,11.246317,16.042828,12,12
1711,19.401525,0.72772896,17,17
1712,11.649908,-4.880186,15,15
1713,-0.5107561,23.303219,2,2
1714,7.9880075,18.175522,16,16
1715,10.538045,7.946603,18,18
1716,7.8220997,-10.422702,9,9
1717,18.925259,-4.847665,25,25
1718,9.693754,11.796499,23,23
1719,1.0737605,0.82307667,14,14
1720,-1.3965154,14.552663,0,0
1721,7.66819,19.168964,16,16
1722,19.504864,-8.448698,22,22
1723,19.102423,9.727167,21,21
1724,-11.711839,7.5140543,5,5
1725,-6.5774455,10.374528,19,19
1726,-1.5543456,-10.841721,4,4
1727,14.79957,-2.7435982,1,1
1728,-3.5667338,14.490708,0,0
1729,18.43761,17.641096,29,29
1730,6.33977,-14.4632845,26,26
1731,1.3077744,22.820486,2,2
1732,0.4961922,23.125753,2,2
1733,-8.241333,-0.3650716,13,13
1734,12.918481,-12.306172,28,28
1735,0.5336113,-10.054089,4,4
1736,17.075512,2.069569,17,17
1737,12.018748,21.029644,12,12
1738,18.802027,-4.883742,25,25
1739,-7.1919165,0.8084785,13,13
1740,-7.1888814,0.8125521,13,13
1741,21.08564,10.015449,21,21
1742,6.2989297,-14.337249,26,26
1743,13.847837,9.069833,6,6
1744,11.730548,-9.372365,9,9
1745,11.756853,-9.384349,9,9
1746,21.993937,10.982355,21,21
1747,-8.773058,-0.87849176,13,13
1748,11.003218,16.094059,12,12
1749,3.9281027,-8.211173,24,24
1750,-0.94152683,23.303078,2,2
1751,12.380182,12.489999,7,7
1752,2.4355576,12.591336,30,30
1753,18.860886,1.1262074,17,17
1754,18.857903,1.1292434,17,17
1755,0.6710729,18.563992,10,10
1756,2.6170924,-0.1790751,14,14
1757,12.254599,-0.9070373,1,1
1758,12.25743,-0.9088988,1,1
1759,9.986224,5.0023274,18,18
1760,9.984768,5.0040264,18,18
1761,8.226023,-0.9099601,15,15
1762,8.277245,10.774623,23,23
1763,21.346493,-2.485433,17,17
1764,-6.1829743,2.4582884,13,13
1765,1.2607857,-5.3005757,31,31
1766,8.108761,-2.3411503,15,15
1767,12.063037,20.973915,12,12
1768,-0.6129743,-10.575044,4,4
1769,2.5068772,7.7449584,20,20
1770,2.5245235,7.761876,20,20
1771,3.071787,-4.6358275,32,32
1772,-0.32866767,6.517274,20,20
1773,2.6271465,7.852416,20,20
1774,-2.2922354,0.69799834,8,8
1775,-2.2838995,0.7073928,8,8
1776,8.604622,-9.681272,9,9
1777,13.177509,12.578565,7,7
1778,20.249634,0.0157847,17,17
1779,2.45529,-0.45302156,14,14
1780,0.3386607,6.6780877,20,20
1781,0.34626475,6.6803985,20,20
1782,-0.9135146,6.4194145,20,20
1783,-0.42235085,-10.50091,4,4
1784,-2.334215,10.572808,19,19
1785,-1.2266947,1.8951956,8,8
1786,9.276725,-9.213557,9,9
1787,-3.0405276,20.251465,2,2
1788,14.321121,8.956076,6,6
1789,-3.4294968,-4.3860345,11,11
1790,-7.737145,0.17196138,13,13
1791,15.084802,7.269763,6,6
1792,21.348217,-2.5164723,17,17
1793,-4.8702526,4.2708554,13,13
1794,13.542041,17.078852,12,12
1795,4.6304193,-9.403846,24,24
1796,10.441766,7.848287,18,18
1797,12.02848,21.018103,12,12
1798,19.706312,0.49539712,17,17
1799,0.8925424,-1.613955,14,14
1800,9.055405,-3.7033286,15,15
1801,15.051283,7.220978,6,6
1802,-6.884169,1.2278353,13,13
1803,20.010014,-4.47546,25,25
1804,22.39913,11.713046,21,21
1805,13.078665,-1.4694685,1,1
1806,-2.544665,19.675201,2,2
1807,10.898929,-4.5182524,15,15
1808,10.630567,-0.18628465,1,1
1809,4.834546,-10.413837,24,24
1810,13.868103,-2.0673344,1,1
1811,18.815508,-4.858401,25,25
1812,-4.488225,15.343225,0,0
1813,11.879436,8.734177,18,18
1814,13.016724,12.553834,7,7
1815,8.837678,-9.490152,9,9
1816,-0.8619908,-10.676095,4,4
1817,10.400479,-9.100439,9,9
1818,-4.419103,15.083444,0,0
1819,13.076314,-12.191755,28,28
1820,12.461095,16.17875,12,12
1821,2.5524757,-0.30919027,14,14
1822,1.8179104,12.038044,30,30
1823,14.823966,6.9405437,6,6
1824,14.822485,6.9390335,6,6
1825,10.482504,-4.4080496,15,15
1826,-9.328121,-1.3668804,13,13
1827,-0.10380841,-0.6105825,14,14
1828,-1.6632175,19.066286,2,2
1829,-6.504371,1.9607886,13,13
1830,10.7695875,-9.162563,9,9
1831,15.9260025,-3.4917588,1,1
1832,0.9067347,-1.6160342,14,14
1833,-0.19836624,6.54877,20,20
1834,10.317834,-0.13174559,1,1
1835,13.198385,16.598688,12,12
1836,-8.176346,-0.29873767,13,13
1837,4.652691,-9.472803,24,24
1838,-0.9182392,11.035998,19,19
1839,-7.769571,0.13489443,13,13
1840,-7.7679305,0.13666804,13,13
1841,-4.2436833,-4.434065,11,11
1842,6.4466214,-14.859028,26,26
1843,8.0704,18.03907,16,16
1844,8.320116,-9.924695,9,9
1845,19.643148,-8.296208,22,22
1846,13.446784,16.933874,12,12
1847,-6.174031,-5.6767716,11,11
1848,-1.3715464,14.539326,0,0
1849,12.606526,12.50976,7,7
1850,-1.1815751,6.3397374,20,20
1851,9.054015,-0.16644752,15,15
1852,-1.3539231,1.7701867,8,8
1853,-9.563812,6.8466463,5,5
1854,8.095066,-1.106393,15,15
1855,8.107612,-1.0978144,15,15
1856,-7.113226,10.306266,19,19
1857,11.746021,-9.377065,9,9
1858,15.866718,-3.44979,1,1
1859,18.173767,21.26231,29,29
1860,-3.6151524,14.506207,0,0
1861,-0.21978581,11.243737,19,19
1862,14.284106,12.797348,7,7
1863,13.857008,6.207194,6,6
1864,18.112553,21.321173,29,29
1865,8.368291,-2.8179786,15,15
1866,0.21897809,0.004293904,14,14
1867,-1.8998064,6.1367855,20,20
1868,14.819823,2.540496,18,18
1869,14.09951,6.3449726,6,6
1870,8.083002,-2.2203884,15,15
1871,-1.2128267,6.3365474,20,20
1872,8.070286,18.042976,16,16
1873,-4.7795863,4.3621917,13,13
1874,-3.383697,20.892965,2,2
1875,17.24296,21.870195,29,29
1876,17.270302,1.9944215,17,17
1877,-1.0035361,-7.2733746,27,27
1878,10.715659,-0.20562111,1,1
1879,15.063023,7.236549,6,6
1880,10.332746,4.5386205,18,18
1881,-3.348249,5.5905175,13,13
1882,17.694923,-4.357038,1,1
1883,0.26260185,23.17351,2,2
1884,6.393168,-14.67973,26,26
1885,18.675158,18.040148,29,29
1886,-4.5367866,10.187265,19,19
1887,-7.8079853,0.09447983,13,13
1888,9.616543,6.44012,18,18
1889,-6.1129317,10.361627,19,19
1890,1.5692297,-8.951384,3,3
1891,11.334004,16.026323,12,12
1892,-1.4415828,-10.832396,4,4
1893,7.627257,19.47611,16,16
1894,-0.9526973,-7.224136,27,27
1895,11.381394,-9.29974,9,9
1896,-1.0642452,10.985674,19,19
1897,19.390108,-8.171319,22,22
1898,21.16548,-1.0562884,17,17
1899,8.119855,-2.3802824,15,15
1900,-6.1765885,2.460832,13,13
1901,-5.1957326,3.9021745,13,13
1902,-8.944943,6.7684183,5,5
1903,-2.711905,-4.5392833,11,11
1904,-4.499666,15.4845495,0,0
1905,7.5908012,19.56631,16,16
1906,-6.2382016,10.369337,19,19
1907,0.2406683,6.645883,20,20
1908,3.903219,-8.196912,24,24
1909,6.3059354,-14.312783,26,26
1910,10.483821,-4.4083085,15,15
1911,22.171926,11.269385,21,21
1912,-2.7718909,14.4348755,0,0
1913,18.363993,-7.883276,22,22
1914,-2.6277356,14.460104,0,0
1915,-2.2320306,10.608547,19,19
1916,-2.335146,5.961097,20,20
1917,0.68039495,18.564737,10,10
1918,13.001402,3.0402863,18,18
1919,18.69063,18.064587,29,29
1920,11.552762,16.02427,12,12
1921,19.06558,19.406345,29,29
1922,8.889354,11.310853,23,23
1923,-0.08447371,-10.366724,4,4
1924,8.161899,-2.4619265,15,15
1925,13.047781,-12.209321,28,28
1926,14.401102,2.6647282,18,18
1927,8.724853,-3.3328638,15,15
1928,9.941775,11.93364,23,23
1929,8.1787405,-2.5022697,15,15
1930,0.19161347,-0.036085986,14,14
1931,17.880287,1.7113057,17,17
1932,14.365677,8.940669,6,6
1933,14.411432,6.5600595,6,6
1934,18.4481,-7.919156,22,22
1935,-1.0947245,23.299469,2,2
1936,12.942509,19.803019,12,12
1937,4.030783,-8.304858,24,24
1938,-1.2234586,1.8961058,8,8
1939,1.881483,-1.1477082,14,14
1940,21.291433,10.187073,21,21
1941,-2.6220167,19.766369,2,2
1942,10.748389,-9.177933,9,9
1943,-3.4259248,21.357262,2,2
1944,10.0412655,-9.036018,9,9
1945,17.156921,-4.143276,1,1
1946,8.611552,-9.680278,9,9
1947,-4.0440154,14.6659,0,0
1948,-3.2327645,22.239706,2,2
1949,-1.8436688,-10.759245,4,4
1950,-1.8844362,-10.749113,4,4
1951,21.325459,-2.6451805,17,17
1952,11.673907,3.5750484,18,18
1953,7.8227096,-10.397899,9,9
1954,-11.114709,7.1428757,5,5
1955,16.641893,22.175854,29,29
1956,-8.646951,-0.7608279,13,13
1957,10.938463,16.139177,12,12
1958,8.378131,17.50936,16,16
1959,15.029925,7.1933784,6,6
1960,-0.2811115,11.197943,19,19
1961,-1.4927588,10.83094,19,19
1962,1.8317785,-1.1879164,14,14
1963,20.138067,0.1201101,17,17
1964,6.4774847,-14.955133,26,26
1965,6.466787,-14.943681,26,26
1966,-2.1768472,6.0366497,20,20
1967,13.86991,12.690145,7,7
1968,18.886423,18.564548,29,29
1969,1.9920266,12.165519,30,30
1970,9.937054,-9.06742,9,9
1971,18.040733,1.6173477,17,17
1972,-8.850013,6.7199297,5,5
1973,14.005857,12.734626,7,7
1974,8.372912,17.512785,16,16
1975,10.174947,7.472265,18,18
1976,-1.6633646,-10.81294,4,4
1977,14.135514,-2.2814124,1,1
1978,0.75137985,0.5878141,14,14
1979,12.023805,-0.767607,1,1
1980,-2.3395932,10.5707245,19,19
1981,17.166561,21.91363,29,29
1982,3.9434779,-8.223658,24,24
1983,-2.1577518,-4.689766,11,11
1984,-9.870393,6.8873563,5,5
1985,-2.5048203,19.654097,2,2
1986,7.6713333,19.132195,16,16
1987,-4.2398033,-4.431951,11,11
1988,-3.2797396,14.444118,0,0
1989,1.5494248,18.67099,10,10
1990,-2.306283,19.502869,2,2
1991,2.1987922,-0.804111,14,14
1992,14.467811,12.860224,7,7
1993,21.23413,10.137028,21,21
1994,12.298773,-0.9335665,1,1
1995,1.667417,-8.843584,3,3
1996,4.8825088,-10.597088,24,24
1997,-2.922601,10.417579,19,19
1998,-0.5950539,-10.568603,4,4
1999,17.010786,21.994398,29,29
2000,22.326075,11.517495,21,21
2001,22.322191,11.51884,21,21
2002,0.4244204,0.29277426,14,14
2003,22.164408,11.2583065,21,21
2004,-8.890175,6.755527,5,5
2005,9.73645,5.482761,18,18
2006,-4.621174,10.179575,19,19
2007,13.786857,9.085001,6,6
2008,-0.2599346,2.490817,8,8
2009,10.995826,3.9512374,18,18
2010,12.456026,-1.0525874,1,1
2011,12.470231,-1.0616076,1,1
2012,12.015082,21.034636,12,12
2013,22.690586,12.424149,21,21
2014,12.138528,-0.831395,1,1
2015,1.4146916,-1.4554892,14,14
2016,11.388696,16.027643,12,12
2017,14.945468,2.507547,18,18
2018,-3.3058927,22.062836,2,2
2019,-1.0486835,18.735132,2,2
2020,-1.2778797,1.8504063,8,8
2021,17.920467,1.6809278,17,17
2022,11.284919,3.772863,18,18
2023,11.382096,3.725738,18,18
2024,12.018531,21.02979,12,12
2025,13.8433,6.201081,6,6
2026,-5.038155,-4.6277847,11,11
2027,11.27646,-9.265278,9,9
2028,18.749271,-4.8316875,25,25
2029,-1.4948446,23.267738,2,2
2030,13.412782,12.609127,7,7
2031,-9.659873,6.861752,5,5
2032,17.06151,-4.093299,1,1
2033,-7.5094934,0.43042922,13,13
2034,12.495311,12.497516,7,7
2035,-1.833062,6.155476,20,20
2036,4.891079,-11.714872,24,24
2037,10.349345,7.745366,18,18
2038,1.1082586,18.597834,10,10
2039,1.1319008,18.603449,10,10
2040,13.536749,17.079235,12,12
2041,22.637474,12.315574,21,21
2042,12.681077,16.264542,12,12
2043,18.167152,21.253664,29,29
2044,6.315977,-14.399921,26,26
2045,18.759514,20.527468,29,29
2046,18.825947,20.426954,29,29
2047,-0.63207483,2.2928662,8,8
2048,-5.7417655,-5.2422523,11,11
2049,-8.807696,-0.9111666,13,13
2050,-2.1627362,14.521924,0,0
2051,-0.3275388,23.31238,2,2
2052,12.696017,16.26984,12,12
2053,1.7978934,12.025808,30,30
2054,-0.24471112,11.2297125,19,19
2055,7.9850774,18.195446,16,16
2056,1.4874108,-9.042395,3,3
2057,9.869892,-9.091971,9,9
2058,-0.25261736,6.520482,20,20
2059,-0.23996562,6.5347443,20,20
2060,-0.23307098,6.535789,20,20
2061,18.887432,-4.8502874,25,25
2062,1.1549565,0.88189185,14,14
2063,14.006711,6.2806325,6,6
2064,13.490336,18.831347,12,12
2065,15.927465,-3.4874647,1,1
2066,-4.2626643,-4.4365516,11,11
2067,18.994104,18.85572,29,29
2068,-4.3069053,14.909017,0,0
2069,-4.28666,14.889782,0,0
2070,-5.385231,3.6829891,13,13
2071,13.089138,12.564395,7,7
2072,0.91163516,22.989956,2,2
2073,-0.10526441,-0.63188785,14,14
2074,-5.1457214,10.208616,19,19
2075,14.484275,12.855654,7,7
2076,14.674232,8.808102,6,6
2077,-1.1635088,-7.4343715,27,27
2078,17.295506,21.83736,29,29
2079,16.778755,22.111296,29,29
2080,11.750249,3.5368295,18,18
2081,-0.5216864,-10.541138,4,4
2082,21.185465,-1.0875578,17,17
2083,13.63301,17.32411,12,12
2084,8.045395,18.082268,16,16
2085,4.485355,-8.994397,24,24
2086,8.12821,-2.4013054,15,15
2087,11.401056,12.395466,7,7
2088,18.861582,-8.048261,22,22
2089,20.61682,9.728132,21,21
2090,-8.89708,6.7478304,5,5
2091,15.1335125,8.491372,6,6
2092,18.965649,1.0558802,17,17
2093,-4.265707,-4.4394417,11,11
2094,0.84230393,-1.6064601,14,14
2095,13.105765,16.501896,12,12
2096,13.108315,16.504675,12,12
2097,9.941568,11.927224,23,23
2098,1.1023217,-1.6099341,14,14
2099,1.1080513,-1.6105139,14,14
2100,18.434355,-7.912704,22,22
2101,17.929089,1.6739558,17,17
2102,6.439457,-14.868469,26,26
2103,18.676643,20.643309,29,29
2104,0.6754376,2.5636134,8,8
2105,9.801465,5.3375254,18,18
2106,9.661258,6.505001,18,18
2107,14.58655,8.856957,6,6
2108,-0.04894078,-0.5091471,14,14
2109,-3.3753605,20.850424,2,2
2110,1.4848679,-1.4150919,14,14
2111,2.6419013,12.931253,30,30
2112,1.4051218,22.744812,2,2
2113,3.0746877,-4.6331496,32,32
2114,3.074704,-4.6331997,32,32
2115,-1.3050332,1.8239362,8,8
2116,-1.2918823,1.8370951,8,8
2117,0.14861618,23.204863,2,2
2118,-2.7451396,10.460284,19,19
2119,18.991856,18.841093,29,29
2120,-2.3849506,19.554138,2,2
2121,-4.866374,4.274712,13,13
2122,13.662763,2.8706338,18,18
2123,4.8858104,-11.690982,24,24
2124,8.975597,-3.6308122,15,15
2125,-6.806241,10.348899,19,19
2126,11.671986,-4.898551,15,15
2127,8.766817,-0.3072911,15,15
2128,8.796904,-0.2816786,15,15
2129,15.281899,-3.059897,1,1
2130,15.919267,-3.4817357,1,1
2131,-1.5269189,6.2496014,20,20
2132,12.867646,16.359825,12,12
2133,-1.2846744,-7.554598,27,27
2134,14.935591,-2.8400385,1,1
2135,14.338207,6.5029907,6,6
2136,21.372005,-2.48663,17,17
2137,-2.2786784,23.141819,2,2
2138,1.5556043,18.676992,10,10
2139,1.5675981,18.698158,10,10
2140,10.616286,8.016774,18,18
2141,10.609113,8.010727,18,18
2142,0.46933946,0.34552622,14,14
2143,4.6621857,-9.555219,24,24
2144,-2.2600322,-4.656275,11,11
2145,9.488222,11.688454,23,23
2146,14.505017,12.849378,7,7
2147,18.360409,17.539398,29,29
2148,8.272824,10.7702465,23,23
2149,10.366094,7.7629404,18,18
2150,-1.6314082,23.246805,2,2
2151,8.214396,10.705098,23,23
2152,-0.08020057,-0.54478496,14,14
2153,8.806295,11.244311,23,23
2154,-3.1636019,10.355228,19,19
2155,1.9933171,7.421194,20,20
2156,-3.2017353,22.28735,2,2
2157,-6.634104,10.369599,19,19
2158,-3.416065,21.631866,2,2
2159,0.97561574,2.446331,8,8
2160,12.938637,19.801035,12,12
2161,13.185417,16.576496,12,12
2162,-1.2997544,10.9103775,19,19
2163,-5.4204845,10.25184,19,19
2164,15.21188,7.5075436,6,6
2165,4.6376143,-9.422895,24,24
2166,22.219284,11.336877,21,21
2167,7.7314873,18.820824,16,16
2168,19.794231,9.541286,21,21
2169,19.21361,9.660466,21,21
2170,19.21295,9.661367,21,21
2171,18.870773,1.1201111,17,17
2172,0.023939384,2.579901,8,8
2173,13.078979,-1.472557,1,1
2174,-1.8137774,6.162595,20,20
2175,0.19940811,-0.025159292,14,14
2176,6.3042626,-14.285946,26,26
2177,16.037334,22.3755,29,29
2178,0.38653272,-5.0266476,31,31
2179,18.393982,17.58071,29,29
2180,-11.599064,7.42806,5,5
2181,13.907944,-2.1013637,1,1
2182,0.6772893,18.56551,10,10
2183,16.492949,22.226305,29,29
2184,15.097047,2.4925683,18,18
2185,-9.520743,6.8418016,5,5
2186,-4.029029,10.212843,19,19
2187,-5.508525,3.4930863,13,13
2188,21.390535,-1.7138175,17,17
2189,-1.3172989,-7.5881147,27,27
2190,10.509576,7.918438,18,18
2191,-1.4767879,18.949276,2,2
2192,13.499097,18.780682,12,12
2193,-6.0112767,-5.5110474,11,11
2194,6.3750806,-14.581004,26,26
2195,-5.093868,10.200385,19,19
2196,14.24237,12.792609,7,7
2197,19.82588,9.539265,21,21
2198,11.964422,12.469097,7,7
2199,9.901487,11.906193,23,23
2200,13.157318,12.573075,7,7
2201,8.845725,-0.24835284,15,15
2202,14.81201,-2.758121,1,1
2203,12.277225,-0.9203088,1,1
2204,14.436843,12.824812,7,7
2205,-4.5011754,15.544179,0,0
2206,-5.1421885,-4.681126,11,11
2207,-5.141806,-4.6809235,11,11
2208,-5.1440234,-4.6827297,11,11
2209,21.044106,9.979969,21,21
2210,6.5383267,-15.041781,26,26
2211,4.8115683,-10.363989,24,24
2212,12.374857,6.2843413,6,6
2213,18.832853,-4.844023,25,25
2214,9.423143,-9.18728,9,9
2215,-1.1335727,6.3610787,20,20
2216,9.918028,-9.070919,9,9
2217,0.9108395,-1.615728,14,14
2218,-6.117357,10.35951,19,19
2219,4.008333,-8.282076,24,24
2220,12.034474,21.010485,12,12
2221,10.505918,-4.415726,15,15
2222,11.173393,-4.6386247,15,15
2223,11.894938,16.033829,12,12
2224,12.3393135,20.567854,12,12
2225,-2.327719,5.953928,20,20
2226,2.0024238,12.174741,30,30
2227,18.753256,20.540678,29,29
2228,14.061076,-2.221928,1,1
2229,1.3219053,0.9912741,14,14
2230,3.0723505,-4.635115,32,32
2231,9.5571995,16.719675,16,16
2232,-0.5882915,-10.567451,4,4
2233,21.249945,-2.7874901,17,17
2234,-0.7074778,6.4543056,20,20
2235,-2.7958417,-10.192143,4,4
2236,9.659271,11.779665,23,23
2237,19.227333,-4.769813,25,25
2238,-2.619937,-10.34136,4,4
2239,18.138184,1.5501074,17,17
2240,6.2995243,-14.271547,26,26
2241,13.939147,-2.1268868,1,1
2242,11.22038,-9.249139,9,9
2243,22.955685,12.997495,21,21
2244,14.853418,6.973,6,6
2245,17.777166,1.7783237,17,17
2246,17.060112,-4.0953994,1,1
2247,2.3723347,12.513724,30,30
2248,0.46803364,-5.050189,31,31
2249,17.302626,1.9809821,17,17
2250,6.324496,-14.417597,26,26
2251,7.6010475,9.701293,23,23
2252,22.931902,12.987677,21,21
2253,-7.385915,0.5743325,13,13
2254,13.574468,18.535566,12,12
2255,1.9705187,-8.490272,3,3
2256,-2.6935587,-4.544132,11,11
2257,13.067181,-12.193548,28,28
2258,-0.90857494,-7.180763,27,27
2259,14.197779,6.4069147,6,6
2260,-2.7109714,-10.267256,4,4
2261,10.668241,8.05457,18,18
2262,19.056532,19.449244,29,29
2263,18.733564,20.560356,29,29
2264,1.873576,-8.599475,3,3
2265,-2.0327296,23.1799,2,2
2266,0.51652175,-10.069333,4,4
2267,-2.6143389,19.761452,2,2
2268,20.499804,-4.1487155,25,25
2269,-3.2447004,22.209679,2,2
2270,10.938447,8.257019,18,18
2271,-3.3906791,21.6978,2,2
2272,-4.283453,-4.4421854,11,11
2273,0.8628063,0.67375404,14,14
2274,10.326756,-0.12966503,1,1
2275,-4.490136,15.435232,0,0
2276,0.7432558,6.793403,20,20
2277,13.528745,12.62162,7,7
2278,15.060281,8.56443,6,6
2279,-0.931708,6.4037232,20,20
2280,15.120282,2.4898636,18,18
2281,16.63437,22.178413,29,29
2282,2.6244006,-0.14443281,14,14
2283,9.325443,16.846502,16,16
2284,8.122436,-10.096914,9,9
2285,0.93517464,-1.6401345,14,14
2286,1.9937454,-8.465203,3,3
2287,15.221079,7.531083,6,6
2288,-6.912693,1.1868614,13,13
2289,19.241594,9.639138,21,21
2290,-0.97592694,6.4049315,20,20
2291,10.468813,-4.4038515,15,15
2292,10.00564,-4.237753,15,15
2293,18.61108,20.725744,29,29
2294,4.876664,-10.568835,24,24
2295,-9.580835,6.8500595,5,5
2296,0.03862387,2.5818124,8,8
2297,0.92320967,2.4964938,8,8
2298,-1.6130867,-10.830171,4,4
2299,15.115077,7.3258114,6,6
2300,21.35391,-1.5402677,17,17
2301,11.704793,-9.364452,9,9
2302,-2.8892078,14.437012,0,0
2303,19.016584,19.120066,29,29
2304,9.630917,5.89295,18,18
2305,-4.47905,15.886625,0,0
2306,11.01491,8.306225,18,18
2307,11.827818,8.714308,18,18
2308,15.412172,-3.1481824,1,1
2309,1.9195743,-8.550176,3,3
2310,-4.1839366,14.77225,0,0
2311,-3.4280586,21.115376,2,2
2312,15.183086,8.424132,6,6
2313,12.770519,16.305655,12,12
2314,2.0945604,12.258792,30,30
2315,-2.9726093,-4.4710298,11,11
2316,-0.9821418,-7.2533364,27,27
2317,11.381541,12.376073,7,7
2318,19.76623,9.560885,21,21
2319,-3.9722946,14.633671,0,0
2320,2.0737967,-8.384932,3,3
2321,13.637882,18.15263,12,12
2322,21.380995,-1.6550261,17,17
2323,11.838166,16.02517,12,12
2324,8.730124,-9.578162,9,9
2325,9.276433,16.874256,16,16
2326,-3.1531966,10.37461,19,19
2327,-0.68173546,-10.6006565,4,4
2328,9.93646,-9.056147,9,9
2329,20.476702,-4.1707616,25,25
2330,19.981323,-4.4863644,25,25
2331,-4.3846273,4.750154,13,13
2332,-4.383426,4.7514405,13,13
2333,-4.385547,4.7494345,13,13
2334,19.721441,0.4844305,17,17
2335,1.0676585,-1.6148095,14,14
2336,2.6199675,-0.19194086,14,14
2337,9.414307,-3.9556704,15,15
2338,18.199804,21.240341,29,29
2339,7.788267,10.076328,23,23
