artist,title,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,tag,hdbscan_cluster,dbscan_cluster
built to spill,the plan,5q1XLOMHqH1y029RJCx5NB,0.206,0.892,7,-5.395,1,0.0391,3.34e-05,0.146,0.911,0.309,147.946,audio_features,spotify:track:5q1XLOMHqH1y029RJCx5NB,https://api.spotify.com/v1/tracks/5q1XLOMHqH1y029RJCx5NB,https://api.spotify.com/v1/audio-analysis/5q1XLOMHqH1y029RJCx5NB,294667,4,not_hot,6,21
anthrax,"be all, end all",3cFnb3Rg9a7Gzqxc5QQ9YZ,0.371,0.973,10,-5.303,0,0.135,0.000641,0.00163,0.0423,0.444,127.721,audio_features,spotify:track:3cFnb3Rg9a7Gzqxc5QQ9YZ,https://api.spotify.com/v1/tracks/3cFnb3Rg9a7Gzqxc5QQ9YZ,https://api.spotify.com/v1/audio-analysis/3cFnb3Rg9a7Gzqxc5QQ9YZ,164333,4,not_hot,42,20
anthrax,i'm the man,3cFnb3Rg9a7Gzqxc5QQ9YZ,0.371,0.973,10,-5.303,0,0.135,0.000641,0.00163,0.0423,0.444,127.721,audio_features,spotify:track:3cFnb3Rg9a7Gzqxc5QQ9YZ,https://api.spotify.com/v1/tracks/3cFnb3Rg9a7Gzqxc5QQ9YZ,https://api.spotify.com/v1/audio-analysis/3cFnb3Rg9a7Gzqxc5QQ9YZ,164333,4,not_hot,42,20
dean martin,blue smoke (kohu-auwahi),2L9QLAhrvtP4EYg1lY0Tnw,0.478,0.201,7,-16.768,1,0.0332,0.919,0.0,0.0854,0.857,136.471,audio_features,spotify:track:2L9QLAhrvtP4EYg1lY0Tnw,https://api.spotify.com/v1/tracks/2L9QLAhrvtP4EYg1lY0Tnw,https://api.spotify.com/v1/audio-analysis/2L9QLAhrvtP4EYg1lY0Tnw,135760,4,not_hot,0,10
akon,lonely,2kQuhkFX7uSVepCD3h29g5,0.939,0.742,5,-5.171,0,0.0467,0.321,0.0,0.107,0.924,118.978,audio_features,spotify:track:2kQuhkFX7uSVepCD3h29g5,https://api.spotify.com/v1/tracks/2kQuhkFX7uSVepCD3h29g5,https://api.spotify.com/v1/audio-analysis/2kQuhkFX7uSVepCD3h29g5,212360,4,not_hot,195,9
311,inside our home,5Cak7dUcSEw0ycWhpVGROY,0.726,0.367,8,-13.361,0,0.3,0.447,0.0289,0.254,0.291,90.007,audio_features,spotify:track:5Cak7dUcSEw0ycWhpVGROY,https://api.spotify.com/v1/tracks/5Cak7dUcSEw0ycWhpVGROY,https://api.spotify.com/v1/audio-analysis/5Cak7dUcSEw0ycWhpVGROY,194667,4,not_hot,109,31
widespread panic,new blue,3F78T25BJK5VVQN77Rg6Dh,0.543,0.8,0,-4.314,1,0.0265,0.174,0.000181,0.338,0.665,97.094,audio_features,spotify:track:3F78T25BJK5VVQN77Rg6Dh,https://api.spotify.com/v1/tracks/3F78T25BJK5VVQN77Rg6Dh,https://api.spotify.com/v1/audio-analysis/3F78T25BJK5VVQN77Rg6Dh,226467,4,not_hot,200,1
kxng crooked,one more time,21mW0f2yojItCjYy53ntch,0.652,0.766,8,-7.561,1,0.324,0.209,0.0,0.433,0.696,82.973,audio_features,spotify:track:21mW0f2yojItCjYy53ntch,https://api.spotify.com/v1/tracks/21mW0f2yojItCjYy53ntch,https://api.spotify.com/v1/audio-analysis/21mW0f2yojItCjYy53ntch,157590,4,not_hot,122,19
mighty diamonds,bad boy business,2eOuL8KesslTLQERQPu11D,0.669,0.829,1,-3.801,1,0.49,0.179,0.0,0.241,0.61,118.934,audio_features,spotify:track:2eOuL8KesslTLQERQPu11D,https://api.spotify.com/v1/tracks/2eOuL8KesslTLQERQPu11D,https://api.spotify.com/v1/audio-analysis/2eOuL8KesslTLQERQPu11D,253067,4,not_hot,283,18
bee gees,(our love) don't throw it all away,3s5now5Z4NpovVoKAc5ERb,0.376,0.433,7,-9.218,1,0.0405,0.111,0.000118,0.124,0.299,142.37,audio_features,spotify:track:3s5now5Z4NpovVoKAc5ERb,https://api.spotify.com/v1/tracks/3s5now5Z4NpovVoKAc5ERb,https://api.spotify.com/v1/audio-analysis/3s5now5Z4NpovVoKAc5ERb,245827,4,not_hot,243,18
thank you scientist,prologue: a faint applause...,27IFcLlALWgxFAeZCjSQ9W,0.322,0.523,5,-6.806,1,0.0344,0.271,0.000424,0.506,0.227,66.949,audio_features,spotify:track:27IFcLlALWgxFAeZCjSQ9W,https://api.spotify.com/v1/tracks/27IFcLlALWgxFAeZCjSQ9W,https://api.spotify.com/v1/audio-analysis/27IFcLlALWgxFAeZCjSQ9W,122653,4,not_hot,184,2
limp bizkit,rollin' (air raid vehicle),3IV4swNduIRunHREK80owz,0.603,0.933,1,-3.358,1,0.171,0.00591,0.0,0.206,0.709,96.306,audio_features,spotify:track:3IV4swNduIRunHREK80owz,https://api.spotify.com/v1/tracks/3IV4swNduIRunHREK80owz,https://api.spotify.com/v1/audio-analysis/3IV4swNduIRunHREK80owz,213760,4,not_hot,294,9
"bobby ""blue"" bland",get your money where you spend your time,4qYHnP5AmKzXbJhciPV8si,0.518,0.376,9,-18.248,0,0.0431,0.933,0.86,0.0976,0.744,158.089,audio_features,spotify:track:4qYHnP5AmKzXbJhciPV8si,https://api.spotify.com/v1/tracks/4qYHnP5AmKzXbJhciPV8si,https://api.spotify.com/v1/audio-analysis/4qYHnP5AmKzXbJhciPV8si,233560,4,not_hot,220,1
webb pierce,in the jailhouse now,5xcJtLxdprEWBR2jRqcQPW,0.66,0.459,4,-6.038,1,0.0342,0.884,0.0,0.117,0.843,79.71,audio_features,spotify:track:5xcJtLxdprEWBR2jRqcQPW,https://api.spotify.com/v1/tracks/5xcJtLxdprEWBR2jRqcQPW,https://api.spotify.com/v1/audio-analysis/5xcJtLxdprEWBR2jRqcQPW,125907,4,not_hot,183,2
dean martin,cha cha cha d´amour,0MyXy1bW04AMfwxY9FdNZI,0.588,0.615,5,-10.895,1,0.0525,0.576,1.06e-06,0.215,0.963,158.09,audio_features,spotify:track:0MyXy1bW04AMfwxY9FdNZI,https://api.spotify.com/v1/tracks/0MyXy1bW04AMfwxY9FdNZI,https://api.spotify.com/v1/audio-analysis/0MyXy1bW04AMfwxY9FdNZI,141400,4,not_hot,179,0
mr. vegas,i am blessed,1gpA7IZTNvrL6DUuc4qDPx,0.746,0.861,8,-4.463,1,0.281,0.0357,0.0,0.108,0.706,96.744,audio_features,spotify:track:1gpA7IZTNvrL6DUuc4qDPx,https://api.spotify.com/v1/tracks/1gpA7IZTNvrL6DUuc4qDPx,https://api.spotify.com/v1/audio-analysis/1gpA7IZTNvrL6DUuc4qDPx,188893,4,not_hot,111,11
black moon,u da man feat. mad lion & smif-n-wessun,0K76ZoODQpb87LQtzxrd5N,0.798,0.496,1,-12.911,0,0.374,0.0952,0.000478,0.235,0.674,92.059,audio_features,spotify:track:0K76ZoODQpb87LQtzxrd5N,https://api.spotify.com/v1/tracks/0K76ZoODQpb87LQtzxrd5N,https://api.spotify.com/v1/audio-analysis/0K76ZoODQpb87LQtzxrd5N,264267,4,not_hot,285,6
skillet,savior,2UREu1Y8CO4jXkbvqAtP7g,0.64,0.957,8,-2.336,1,0.0741,0.0431,0.0,0.0789,0.692,134.992,audio_features,spotify:track:2UREu1Y8CO4jXkbvqAtP7g,https://api.spotify.com/v1/tracks/2UREu1Y8CO4jXkbvqAtP7g,https://api.spotify.com/v1/audio-analysis/2UREu1Y8CO4jXkbvqAtP7g,178013,4,not_hot,78,8
tiffany,all this time,5jzDnEoTtwzvJfvVx52rDC,0.476,0.495,1,-9.949,1,0.0301,0.161,1.97e-06,0.355,0.446,180.191,audio_features,spotify:track:5jzDnEoTtwzvJfvVx52rDC,https://api.spotify.com/v1/tracks/5jzDnEoTtwzvJfvVx52rDC,https://api.spotify.com/v1/audio-analysis/5jzDnEoTtwzvJfvVx52rDC,261907,4,not_hot,174,6
patrick sweany,them shoes,1oADNvkLEOm7hvyxffDRjn,0.404,0.395,0,-8.366,1,0.0255,0.424,0.0136,0.135,0.492,81.655,audio_features,spotify:track:1oADNvkLEOm7hvyxffDRjn,https://api.spotify.com/v1/tracks/1oADNvkLEOm7hvyxffDRjn,https://api.spotify.com/v1/audio-analysis/1oADNvkLEOm7hvyxffDRjn,348707,4,not_hot,93,16
wanda jackson,slippin' and slidin',6uJXOi796U1D8iW9fj2ZGn,0.6,0.593,0,-9.799,1,0.0452,0.726,0.0,0.399,0.912,134.979,audio_features,spotify:track:6uJXOi796U1D8iW9fj2ZGn,https://api.spotify.com/v1/tracks/6uJXOi796U1D8iW9fj2ZGn,https://api.spotify.com/v1/audio-analysis/6uJXOi796U1D8iW9fj2ZGn,128427,4,not_hot,151,2
keb' mo',life is beautiful,3mtUR8aNUoMblqX49YzVF3,0.651,0.462,2,-9.011,1,0.0336,0.81,3.3e-06,0.136,0.567,80.289,audio_features,spotify:track:3mtUR8aNUoMblqX49YzVF3,https://api.spotify.com/v1/tracks/3mtUR8aNUoMblqX49YzVF3,https://api.spotify.com/v1/audio-analysis/3mtUR8aNUoMblqX49YzVF3,256493,4,not_hot,226,18
keb' mo',imagine,3mtUR8aNUoMblqX49YzVF3,0.651,0.462,2,-9.011,1,0.0336,0.81,3.3e-06,0.136,0.567,80.289,audio_features,spotify:track:3mtUR8aNUoMblqX49YzVF3,https://api.spotify.com/v1/tracks/3mtUR8aNUoMblqX49YzVF3,https://api.spotify.com/v1/audio-analysis/3mtUR8aNUoMblqX49YzVF3,256493,4,not_hot,226,18
kelis,milkshake,2s0ouHqJebHfiQ6C1GUFJd,0.891,0.77,1,-6.124,1,0.0439,0.00862,0.0315,0.155,0.819,112.997,audio_features,spotify:track:2s0ouHqJebHfiQ6C1GUFJd,https://api.spotify.com/v1/tracks/2s0ouHqJebHfiQ6C1GUFJd,https://api.spotify.com/v1/audio-analysis/2s0ouHqJebHfiQ6C1GUFJd,182627,4,not_hot,106,14
eagles of death metal,kiss the devil,6FRugAcwKEgQ3r2MkWC5Mm,0.697,0.695,6,-8.211,1,0.0465,0.0325,0.00828,0.114,0.605,115.813,audio_features,spotify:track:6FRugAcwKEgQ3r2MkWC5Mm,https://api.spotify.com/v1/tracks/6FRugAcwKEgQ3r2MkWC5Mm,https://api.spotify.com/v1/audio-analysis/6FRugAcwKEgQ3r2MkWC5Mm,236160,4,not_hot,173,25
widespread panic,thin air (smells like mississippi),4vO9dmzNRqDhFY3jD1a3P7,0.581,0.624,9,-8.346,1,0.0777,0.0987,0.0,0.0411,0.637,139.714,audio_features,spotify:track:4vO9dmzNRqDhFY3jD1a3P7,https://api.spotify.com/v1/tracks/4vO9dmzNRqDhFY3jD1a3P7,https://api.spotify.com/v1/audio-analysis/4vO9dmzNRqDhFY3jD1a3P7,151293,4,not_hot,249,19
the holdup,would you,49eLeZZjHUZleMjwtHAVhb,0.726,0.811,11,-4.026,0,0.0338,0.0341,0.00542,0.566,0.964,155.013,audio_features,spotify:track:49eLeZZjHUZleMjwtHAVhb,https://api.spotify.com/v1/tracks/49eLeZZjHUZleMjwtHAVhb,https://api.spotify.com/v1/audio-analysis/49eLeZZjHUZleMjwtHAVhb,262339,4,not_hot,174,6
kelly clarkson,because of you,3f3omU8n47Mqyab5nCaGyT,0.583,0.584,5,-5.362,0,0.0314,0.254,0.0,0.123,0.136,140.039,audio_features,spotify:track:3f3omU8n47Mqyab5nCaGyT,https://api.spotify.com/v1/tracks/3f3omU8n47Mqyab5nCaGyT,https://api.spotify.com/v1/audio-analysis/3f3omU8n47Mqyab5nCaGyT,219493,4,not_hot,167,15
the alan parsons project,some other time,4OV0sRTFrZLXaZZ1sS9hLn,0.624,0.396,4,-15.411,1,0.034,0.0647,0.909,0.113,0.0388,111.401,audio_features,spotify:track:4OV0sRTFrZLXaZZ1sS9hLn,https://api.spotify.com/v1/tracks/4OV0sRTFrZLXaZZ1sS9hLn,https://api.spotify.com/v1/audio-analysis/4OV0sRTFrZLXaZZ1sS9hLn,115280,4,not_hot,-1,2
iron maiden,seventh son of a seventh son,2C3B3dva983HPMojFqWLOp,0.286,0.907,4,-4.601,0,0.0702,0.0326,0.00837,0.311,0.662,159.756,audio_features,spotify:track:2C3B3dva983HPMojFqWLOp,https://api.spotify.com/v1/tracks/2C3B3dva983HPMojFqWLOp,https://api.spotify.com/v1/audio-analysis/2C3B3dva983HPMojFqWLOp,252733,4,not_hot,282,18
iron maiden,the duellists,2C3B3dva983HPMojFqWLOp,0.286,0.907,4,-4.601,0,0.0702,0.0326,0.00837,0.311,0.662,159.756,audio_features,spotify:track:2C3B3dva983HPMojFqWLOp,https://api.spotify.com/v1/tracks/2C3B3dva983HPMojFqWLOp,https://api.spotify.com/v1/audio-analysis/2C3B3dva983HPMojFqWLOp,252733,4,not_hot,282,18
iron maiden,drifter,2C3B3dva983HPMojFqWLOp,0.286,0.907,4,-4.601,0,0.0702,0.0326,0.00837,0.311,0.662,159.756,audio_features,spotify:track:2C3B3dva983HPMojFqWLOp,https://api.spotify.com/v1/tracks/2C3B3dva983HPMojFqWLOp,https://api.spotify.com/v1/audio-analysis/2C3B3dva983HPMojFqWLOp,252733,4,not_hot,282,18
josé feliciano,loving her was easier,2U7pQ2Z2jULfzShIVKBra0,0.428,0.159,7,-15.877,1,0.0326,0.775,0.000651,0.117,0.315,77.946,audio_features,spotify:track:2U7pQ2Z2jULfzShIVKBra0,https://api.spotify.com/v1/tracks/2U7pQ2Z2jULfzShIVKBra0,https://api.spotify.com/v1/audio-analysis/2U7pQ2Z2jULfzShIVKBra0,373228,4,not_hot,30,29
kenny loggins,the last unicorn,1dl8wIAebOWkUgtZGpCCkb,0.415,0.061,1,-18.047,1,0.0406,0.911,1.59e-05,0.109,0.27,106.447,audio_features,spotify:track:1dl8wIAebOWkUgtZGpCCkb,https://api.spotify.com/v1/tracks/1dl8wIAebOWkUgtZGpCCkb,https://api.spotify.com/v1/audio-analysis/1dl8wIAebOWkUgtZGpCCkb,207253,4,not_hot,193,24
the subdudes,big chief,5MPo6FQJXvvAhsjVd5MEV2,0.646,0.6,11,-11.55,1,0.0585,0.13,0.00457,0.0414,0.931,135.574,audio_features,spotify:track:5MPo6FQJXvvAhsjVd5MEV2,https://api.spotify.com/v1/tracks/5MPo6FQJXvvAhsjVd5MEV2,https://api.spotify.com/v1/audio-analysis/5MPo6FQJXvvAhsjVd5MEV2,200400,4,not_hot,218,4
love,a message to pretty,49slT7gVW0zj1KIG8w6DoL,0.903,0.452,0,-8.491,1,0.0505,0.105,5.18e-05,0.27,0.969,102.742,audio_features,spotify:track:49slT7gVW0zj1KIG8w6DoL,https://api.spotify.com/v1/tracks/49slT7gVW0zj1KIG8w6DoL,https://api.spotify.com/v1/audio-analysis/49slT7gVW0zj1KIG8w6DoL,172920,4,not_hot,76,13
the black crowes,what is home,5NK8jad728pj6YeqM5VJD4,0.584,0.521,4,-5.782,1,0.0295,0.06,7.56e-05,0.22,0.317,160.058,audio_features,spotify:track:5NK8jad728pj6YeqM5VJD4,https://api.spotify.com/v1/tracks/5NK8jad728pj6YeqM5VJD4,https://api.spotify.com/v1/audio-analysis/5NK8jad728pj6YeqM5VJD4,329400,4,not_hot,115,12
jonathan butler,barenese,7C9eSH7BKnFALQFG1J9VOk,0.605,0.435,5,-16.241,1,0.0369,0.32,0.772,0.0689,0.474,82.018,audio_features,spotify:track:7C9eSH7BKnFALQFG1J9VOk,https://api.spotify.com/v1/tracks/7C9eSH7BKnFALQFG1J9VOk,https://api.spotify.com/v1/audio-analysis/7C9eSH7BKnFALQFG1J9VOk,264438,4,not_hot,285,6
edie brickell & new bohemians,she,6hHUiDe461VUoTHnsplRYs,0.619,0.677,11,-11.728,0,0.0746,0.624,6.46e-05,0.0589,0.571,177.873,audio_features,spotify:track:6hHUiDe461VUoTHnsplRYs,https://api.spotify.com/v1/tracks/6hHUiDe461VUoTHnsplRYs,https://api.spotify.com/v1/audio-analysis/6hHUiDe461VUoTHnsplRYs,296360,4,not_hot,65,21
boogie down productions,the style you haven't done yet,2P8KBF5BtraQiGpxDXrCnF,0.875,0.907,4,-11.434,0,0.166,0.0166,0.0,0.36,0.743,94.005,audio_features,spotify:track:2P8KBF5BtraQiGpxDXrCnF,https://api.spotify.com/v1/tracks/2P8KBF5BtraQiGpxDXrCnF,https://api.spotify.com/v1/audio-analysis/2P8KBF5BtraQiGpxDXrCnF,340133,4,not_hot,26,16
jackie wilson,"a woman, a lover, a friend",5qyq1H5OPMlfuvZQ1wQNo7,0.634,0.677,2,-7.19,1,0.0448,0.318,0.0,0.0902,0.939,95.792,audio_features,spotify:track:5qyq1H5OPMlfuvZQ1wQNo7,https://api.spotify.com/v1/tracks/5qyq1H5OPMlfuvZQ1wQNo7,https://api.spotify.com/v1/audio-analysis/5qyq1H5OPMlfuvZQ1wQNo7,179120,4,not_hot,47,8
dave matthews band,seek up,1HL3yEnYq8LEyFQ3QegA5V,0.541,0.677,4,-10.764,1,0.0373,0.122,0.0191,0.0938,0.555,101.1,audio_features,spotify:track:1HL3yEnYq8LEyFQ3QegA5V,https://api.spotify.com/v1/tracks/1HL3yEnYq8LEyFQ3QegA5V,https://api.spotify.com/v1/audio-analysis/1HL3yEnYq8LEyFQ3QegA5V,316467,4,not_hot,209,12
dave matthews band,what would you say,6yu913P5J0mUmbX4ZDofEv,0.639,0.942,2,-4.68,1,0.05,0.12,0.000445,0.0682,0.636,119.673,audio_features,spotify:track:6yu913P5J0mUmbX4ZDofEv,https://api.spotify.com/v1/tracks/6yu913P5J0mUmbX4ZDofEv,https://api.spotify.com/v1/audio-analysis/6yu913P5J0mUmbX4ZDofEv,222333,4,not_hot,286,15
barry manilow,i made it through the rain,5FMXrphygZ4z3gVDHGWxgl,0.606,0.899,7,-6.412,0,0.0758,0.333,0.000102,0.0754,0.66,116.735,audio_features,spotify:track:5FMXrphygZ4z3gVDHGWxgl,https://api.spotify.com/v1/tracks/5FMXrphygZ4z3gVDHGWxgl,https://api.spotify.com/v1/audio-analysis/5FMXrphygZ4z3gVDHGWxgl,236760,4,not_hot,269,17
tito nieves,i'll always love you,7jFyb4T7cxybbeOdvXfFcU,0.543,0.854,7,-8.16,1,0.0494,0.475,0.00919,0.143,0.841,167.47,audio_features,spotify:track:7jFyb4T7cxybbeOdvXfFcU,https://api.spotify.com/v1/tracks/7jFyb4T7cxybbeOdvXfFcU,https://api.spotify.com/v1/audio-analysis/7jFyb4T7cxybbeOdvXfFcU,305693,4,not_hot,60,12
oingo boingo,on the outside,2h47SG8bNphmicAll4H9RV,0.568,0.863,1,-10.984,1,0.0383,0.5,0.000137,0.246,0.923,161.261,audio_features,spotify:track:2h47SG8bNphmicAll4H9RV,https://api.spotify.com/v1/tracks/2h47SG8bNphmicAll4H9RV,https://api.spotify.com/v1/audio-analysis/2h47SG8bNphmicAll4H9RV,381627,4,not_hot,64,29
manfred mann's earth band,drowning on dry land/fish soup,6Po9VM59VeQ53gKY7t2DEM,0.306,0.506,9,-12.294,1,0.0369,0.00927,0.0162,0.0899,0.113,123.47,audio_features,spotify:track:6Po9VM59VeQ53gKY7t2DEM,https://api.spotify.com/v1/tracks/6Po9VM59VeQ53gKY7t2DEM,https://api.spotify.com/v1/audio-analysis/6Po9VM59VeQ53gKY7t2DEM,360733,4,not_hot,-1,16
patsy cline,your cheatin' heart,0VlRf78uT5yo1nMpM19ltb,0.414,0.0889,7,-20.327,1,0.0335,0.862,0.0,0.0929,0.548,84.216,audio_features,spotify:track:0VlRf78uT5yo1nMpM19ltb,https://api.spotify.com/v1/tracks/0VlRf78uT5yo1nMpM19ltb,https://api.spotify.com/v1/audio-analysis/0VlRf78uT5yo1nMpM19ltb,142400,4,not_hot,180,0
avicii,the days,5Iy2Jj87Ha0C0IBlNE1I4y,0.59,0.724,0,-3.278,1,0.0439,0.04,4.07e-05,0.142,0.526,127.059,audio_features,spotify:track:5Iy2Jj87Ha0C0IBlNE1I4y,https://api.spotify.com/v1/tracks/5Iy2Jj87Ha0C0IBlNE1I4y,https://api.spotify.com/v1/audio-analysis/5Iy2Jj87Ha0C0IBlNE1I4y,278480,4,not_hot,58,7
rufus,better days,1qX3kSjUNJkUlVSPDXGGP1,0.572,0.649,9,-7.91,0,0.0274,0.067,0.0256,0.0931,0.0466,121.978,audio_features,spotify:track:1qX3kSjUNJkUlVSPDXGGP1,https://api.spotify.com/v1/tracks/1qX3kSjUNJkUlVSPDXGGP1,https://api.spotify.com/v1/audio-analysis/1qX3kSjUNJkUlVSPDXGGP1,336693,4,not_hot,25,16
the movement,no wood,359uDQWA7BYzVEIpBJ7TFI,0.688,0.664,2,-5.621,1,0.131,0.13,0.0,0.16,0.655,81.031,audio_features,spotify:track:359uDQWA7BYzVEIpBJ7TFI,https://api.spotify.com/v1/tracks/359uDQWA7BYzVEIpBJ7TFI,https://api.spotify.com/v1/audio-analysis/359uDQWA7BYzVEIpBJ7TFI,251089,4,not_hot,275,18
mad season,river of deceit,0EuSnlrpdWZzzueqy1Fo0d,0.267,0.533,0,-9.909,1,0.0322,0.234,0.00296,0.97,0.409,187.678,audio_features,spotify:track:0EuSnlrpdWZzzueqy1Fo0d,https://api.spotify.com/v1/tracks/0EuSnlrpdWZzzueqy1Fo0d,https://api.spotify.com/v1/audio-analysis/0EuSnlrpdWZzzueqy1Fo0d,310240,4,not_hot,117,12
tool,ticks & leeches,55mJleti2WfWEFNFcBduhc,0.567,0.714,9,-8.512,0,0.0302,0.0012,0.417,0.186,0.191,107.441,audio_features,spotify:track:55mJleti2WfWEFNFcBduhc,https://api.spotify.com/v1/tracks/55mJleti2WfWEFNFcBduhc,https://api.spotify.com/v1/audio-analysis/55mJleti2WfWEFNFcBduhc,403533,3,not_hot,2,29
tool,opiate,55mJleti2WfWEFNFcBduhc,0.567,0.714,9,-8.512,0,0.0302,0.0012,0.417,0.186,0.191,107.441,audio_features,spotify:track:55mJleti2WfWEFNFcBduhc,https://api.spotify.com/v1/tracks/55mJleti2WfWEFNFcBduhc,https://api.spotify.com/v1/audio-analysis/55mJleti2WfWEFNFcBduhc,403533,3,not_hot,2,29
xtc,making plans for nigel,1XT5kxg6Tk0ukCO2vBQN4v,0.632,0.893,7,-6.04,1,0.0455,0.0143,5.24e-06,0.0741,0.773,149.97,audio_features,spotify:track:1XT5kxg6Tk0ukCO2vBQN4v,https://api.spotify.com/v1/tracks/1XT5kxg6Tk0ukCO2vBQN4v,https://api.spotify.com/v1/audio-analysis/1XT5kxg6Tk0ukCO2vBQN4v,253800,4,not_hot,207,18
the oak ridge boys,i wish you could have turned my head (and left my heart alone),6CobDzRuAAOnTxscaZbOL6,0.648,0.549,4,-13.657,1,0.055,0.409,0.0,0.315,0.923,76.515,audio_features,spotify:track:6CobDzRuAAOnTxscaZbOL6,https://api.spotify.com/v1/tracks/6CobDzRuAAOnTxscaZbOL6,https://api.spotify.com/v1/audio-analysis/6CobDzRuAAOnTxscaZbOL6,204293,4,not_hot,163,24
we are scientists,after hours,6BnioVUjZdsTeYliZcnNW8,0.392,0.981,1,-4.564,0,0.0799,2.9e-05,0.0422,0.174,0.335,160.047,audio_features,spotify:track:6BnioVUjZdsTeYliZcnNW8,https://api.spotify.com/v1/tracks/6BnioVUjZdsTeYliZcnNW8,https://api.spotify.com/v1/audio-analysis/6BnioVUjZdsTeYliZcnNW8,232014,4,not_hot,241,1
stephen marley,master blaster (jammin'),5EAgXGJ8Kw5QAfhQkZXYqT,0.877,0.422,10,-14.933,0,0.0546,0.04,0.000406,0.182,0.97,131.103,audio_features,spotify:track:5EAgXGJ8Kw5QAfhQkZXYqT,https://api.spotify.com/v1/tracks/5EAgXGJ8Kw5QAfhQkZXYqT,https://api.spotify.com/v1/audio-analysis/5EAgXGJ8Kw5QAfhQkZXYqT,307933,4,not_hot,24,12
the crusaders,street life,6Llr9PVC1cirKUwu7Fle83,0.505,0.625,5,-8.195,0,0.0686,0.603,3.98e-05,0.0823,0.608,110.791,audio_features,spotify:track:6Llr9PVC1cirKUwu7Fle83,https://api.spotify.com/v1/tracks/6Llr9PVC1cirKUwu7Fle83,https://api.spotify.com/v1/audio-analysis/6Llr9PVC1cirKUwu7Fle83,332133,4,not_hot,115,12
death cab for cutie,bend to squares,5yc59J3MR3tVDPTOgwgRI5,0.621,0.853,2,-5.735,0,0.0253,0.0767,3.26e-06,0.0893,0.714,128.142,audio_features,spotify:track:5yc59J3MR3tVDPTOgwgRI5,https://api.spotify.com/v1/tracks/5yc59J3MR3tVDPTOgwgRI5,https://api.spotify.com/v1/audio-analysis/5yc59J3MR3tVDPTOgwgRI5,229413,4,not_hot,288,1
julee cruise,i remember,7kOSSHSBmQ0Y0668lpUNV1,0.621,0.223,11,-17.397,1,0.0278,0.591,0.00212,0.0579,0.314,84.891,audio_features,spotify:track:7kOSSHSBmQ0Y0668lpUNV1,https://api.spotify.com/v1/tracks/7kOSSHSBmQ0Y0668lpUNV1,https://api.spotify.com/v1/audio-analysis/7kOSSHSBmQ0Y0668lpUNV1,349067,4,not_hot,93,16
the expendables,24/7,05QUYSOApWLr8oBbpONl7p,0.664,0.549,6,-7.282,1,0.036,0.202,0.0,0.122,0.408,149.98,audio_features,spotify:track:05QUYSOApWLr8oBbpONl7p,https://api.spotify.com/v1/tracks/05QUYSOApWLr8oBbpONl7p,https://api.spotify.com/v1/audio-analysis/05QUYSOApWLr8oBbpONl7p,167000,4,not_hot,125,20
simply red,for your babies,2TPcH3YlcOa6vWxS63VILx,0.726,0.486,9,-8.774,1,0.0237,0.212,0.00022,0.077,0.476,95.983,audio_features,spotify:track:2TPcH3YlcOa6vWxS63VILx,https://api.spotify.com/v1/tracks/2TPcH3YlcOa6vWxS63VILx,https://api.spotify.com/v1/audio-analysis/2TPcH3YlcOa6vWxS63VILx,257760,4,not_hot,137,18
ramones,poison heart,5fRjEdFAmmZoJFCWLCp6a8,0.52,0.962,1,-5.615,0,0.0365,0.00416,0.000266,0.0961,0.69,148.474,audio_features,spotify:track:5fRjEdFAmmZoJFCWLCp6a8,https://api.spotify.com/v1/tracks/5fRjEdFAmmZoJFCWLCp6a8,https://api.spotify.com/v1/audio-analysis/5fRjEdFAmmZoJFCWLCp6a8,243667,4,not_hot,222,17
beres hammond,pull up vibes,5PgjYJ2Gaq1VflxgqwvX9y,0.804,0.675,1,-9.948,1,0.323,0.144,0.0,0.142,0.883,93.114,audio_features,spotify:track:5PgjYJ2Gaq1VflxgqwvX9y,https://api.spotify.com/v1/tracks/5PgjYJ2Gaq1VflxgqwvX9y,https://api.spotify.com/v1/audio-analysis/5PgjYJ2Gaq1VflxgqwvX9y,250600,4,not_hot,274,18
g. love & special sauce,let the music play,5mfawq1RfkgwtqYvWzKavJ,0.7,0.605,5,-8.406,1,0.037,0.0691,0.00226,0.116,0.925,152.219,audio_features,spotify:track:5mfawq1RfkgwtqYvWzKavJ,https://api.spotify.com/v1/tracks/5mfawq1RfkgwtqYvWzKavJ,https://api.spotify.com/v1/audio-analysis/5mfawq1RfkgwtqYvWzKavJ,210787,4,not_hot,134,9
the verve,lucky man,2mxPSHEwjJWOQS7lGw6btF,0.407,0.663,2,-7.591,1,0.0305,0.255,0.000166,0.0913,0.211,75.989,audio_features,spotify:track:2mxPSHEwjJWOQS7lGw6btF,https://api.spotify.com/v1/tracks/2mxPSHEwjJWOQS7lGw6btF,https://api.spotify.com/v1/audio-analysis/2mxPSHEwjJWOQS7lGw6btF,293587,4,not_hot,34,21
